ID,Country,Year,Series,Value
40,Austria,2014,Consumer price index: Food,113.5
40,Austria,2015,Consumer price index: Food,114.4
40,Austria,2016,Consumer price index: Food,115.2
40,Austria,2017,Consumer price index: Food,118
31,Azerbaijan,1995,Consumer price index: General,42.7
31,Azerbaijan,2005,Consumer price index: General,61.1
31,Azerbaijan,2010,Consumer price index: General,100
31,Azerbaijan,2014,Consumer price index: General,113.2
31,Azerbaijan,2015,Consumer price index: General,117.7
31,Azerbaijan,2016,Consumer price index: General,132.4
31,Azerbaijan,2017,Consumer price index: General,149.5
31,Azerbaijan,2010,Consumer price index: Food,100
31,Azerbaijan,2014,Consumer price index: Food,113.7
31,Azerbaijan,2015,Consumer price index: Food,119.6
31,Azerbaijan,2016,Consumer price index: Food,136.2
31,Azerbaijan,2017,Consumer price index: Food,159.8
44,Bahamas,1995,Consumer price index: General,75.3
44,Bahamas,2005,Consumer price index: General,88.2
44,Bahamas,2010,Consumer price index: General,100
44,Bahamas,2014,Consumer price index: General,107.6
44,Bahamas,2015,Consumer price index: General,109.6
44,Bahamas,2016,Consumer price index: General,109.2
44,Bahamas,2017,Consumer price index: General,110.9
44,Bahamas,2014,Consumer price index: Food,100.7
44,Bahamas,2015,Consumer price index: Food,106.5
48,Bahrain,1995,Consumer price index: General,83.8
48,Bahrain,2005,Consumer price index: General,87.5
48,Bahrain,2010,Consumer price index: General,100
48,Bahrain,2014,Consumer price index: General,108.6
48,Bahrain,2015,Consumer price index: General,110.6
48,Bahrain,2016,Consumer price index: General,113.7
48,Bahrain,2017,Consumer price index: General,115.2
48,Bahrain,2010,Consumer price index: Food,100
48,Bahrain,2014,Consumer price index: Food,111.7
48,Bahrain,2015,Consumer price index: Food,114.5
48,Bahrain,2016,Consumer price index: Food,115.9
48,Bahrain,2017,Consumer price index: Food,117.1
50,Bangladesh,1995,Consumer price index: General,42.5
50,Bangladesh,2005,Consumer price index: General,69.2
50,Bangladesh,2010,Consumer price index: General,100
50,Bangladesh,2014,Consumer price index: General,136.1
50,Bangladesh,2015,Consumer price index: General,144.5
50,Bangladesh,2016,Consumer price index: General,152.3
50,Bangladesh,2017,Consumer price index: General,161.1
50,Bangladesh,2016,Consumer price index: Food,239.1
50,Bangladesh,2017,Consumer price index: Food,257.9
52,Barbados,2010,Consumer price index: General,100
52,Barbados,2014,Consumer price index: General,169.4
52,Barbados,2015,Consumer price index: General,167.6
52,Barbados,2016,Consumer price index: General,169.7
52,Barbados,2017,Consumer price index: General,177.6
52,Barbados,2014,Consumer price index: Food,195.4
52,Barbados,2015,Consumer price index: Food,200.7
52,Barbados,2016,Consumer price index: Food,217.5
52,Barbados,2017,Consumer price index: Food,230.9
112,Belarus,1995,Consumer price index: General,0.4
112,Belarus,2005,Consumer price index: General,61.7
112,Belarus,2010,Consumer price index: General,100
112,Belarus,2014,Consumer price index: General,340.9
112,Belarus,2015,Consumer price index: General,387
112,Belarus,2016,Consumer price index: General,433.1
112,Belarus,2017,Consumer price index: General,459
112,Belarus,2010,Consumer price index: Food,100
112,Belarus,2014,Consumer price index: Food,367.1
112,Belarus,2015,Consumer price index: Food,389.9
112,Belarus,2016,Consumer price index: Food,424.1
56,Belgium,1995,Consumer price index: General,75
56,Belgium,2005,Consumer price index: General,90.4
56,Belgium,2010,Consumer price index: General,100
56,Belgium,2014,Consumer price index: General,108
56,Belgium,2015,Consumer price index: General,108.6
56,Belgium,2016,Consumer price index: General,110.8
56,Belgium,2017,Consumer price index: General,112.8
56,Belgium,1995,Consumer price index: Food,71.9
56,Belgium,2005,Consumer price index: Food,86.3
56,Belgium,2010,Consumer price index: Food,100
56,Belgium,2014,Consumer price index: Food,109.1
56,Belgium,2015,Consumer price index: Food,110.4
56,Belgium,2016,Consumer price index: Food,112.9
56,Belgium,2017,Consumer price index: Food,114.3
84,Belize,1995,Consumer price index: General,73.5
84,Belize,2005,Consumer price index: General,88.3
84,Belize,2010,Consumer price index: General,100
84,Belize,2014,Consumer price index: General,104.7
84,Belize,2015,Consumer price index: General,103.8
84,Belize,2016,Consumer price index: General,104.5
84,Belize,2017,Consumer price index: General,105.7
84,Belize,1995,Consumer price index: Food,74
84,Belize,2005,Consumer price index: Food,82.7
84,Belize,2010,Consumer price index: Food,100
84,Belize,2014,Consumer price index: Food,105.2
84,Belize,2015,Consumer price index: Food,104.8
84,Belize,2016,Consumer price index: Food,104.8
84,Belize,2017,Consumer price index: Food,103.6
204,Benin,1995,Consumer price index: General,61.1
204,Benin,2005,Consumer price index: General,84.3
204,Benin,2010,Consumer price index: General,100
204,Benin,2014,Consumer price index: General,109.5
204,Benin,2015,Consumer price index: General,109.8
204,Benin,2016,Consumer price index: General,108.9
204,Benin,2017,Consumer price index: General,109
204,Benin,2010,Consumer price index: Food,100
204,Benin,2014,Consumer price index: Food,112.6
204,Benin,2015,Consumer price index: Food,113
204,Benin,2016,Consumer price index: Food,112.5
204,Benin,2017,Consumer price index: Food,112.5
60,Bermuda,2014,Consumer price index: General,148
60,Bermuda,2014,Consumer price index: Food,151.4
64,Bhutan,1995,Consumer price index: General,56.7
64,Bhutan,2005,Consumer price index: General,74.8
64,Bhutan,2010,Consumer price index: General,100
64,Bhutan,2014,Consumer price index: General,139.9
64,Bhutan,2015,Consumer price index: General,146.2
64,Bhutan,2016,Consumer price index: General,152.5
64,Bhutan,2017,Consumer price index: General,158.4
64,Bhutan,2014,Consumer price index: Food,117.7
64,Bhutan,2015,Consumer price index: Food,121.5
64,Bhutan,2016,Consumer price index: Food,138.7
64,Bhutan,2017,Consumer price index: Food,135.8
68,Bolivia (Plurin. State of),1995,Consumer price index: General,46.2
68,Bolivia (Plurin. State of),2005,Consumer price index: General,73
68,Bolivia (Plurin. State of),2010,Consumer price index: General,100
68,Bolivia (Plurin. State of),2014,Consumer price index: General,128.4
68,Bolivia (Plurin. State of),2015,Consumer price index: General,133.7
68,Bolivia (Plurin. State of),2016,Consumer price index: General,138.5
68,Bolivia (Plurin. State of),2017,Consumer price index: General,142.4
68,Bolivia (Plurin. State of),2010,Consumer price index: Food,100
68,Bolivia (Plurin. State of),2014,Consumer price index: Food,139.3
68,Bolivia (Plurin. State of),2015,Consumer price index: Food,145.8
68,Bolivia (Plurin. State of),2016,Consumer price index: Food,153.8
68,Bolivia (Plurin. State of),2017,Consumer price index: Food,159
70,Bosnia and Herzegovina,2005,Consumer price index: General,84.9
70,Bosnia and Herzegovina,2010,Consumer price index: General,100
70,Bosnia and Herzegovina,2014,Consumer price index: General,104.8
70,Bosnia and Herzegovina,2015,Consumer price index: General,103.7
70,Bosnia and Herzegovina,2016,Consumer price index: General,102.6
70,Bosnia and Herzegovina,2017,Consumer price index: General,103.8
70,Bosnia and Herzegovina,2005,Consumer price index: Food,81.4
70,Bosnia and Herzegovina,2010,Consumer price index: Food,100
70,Bosnia and Herzegovina,2014,Consumer price index: Food,105
70,Bosnia and Herzegovina,2015,Consumer price index: Food,104.1
70,Bosnia and Herzegovina,2016,Consumer price index: Food,102.9
72,Botswana,1995,Consumer price index: General,29.5
72,Botswana,2005,Consumer price index: General,64.3
72,Botswana,2010,Consumer price index: General,100
72,Botswana,2014,Consumer price index: General,128.9
72,Botswana,2015,Consumer price index: General,132.9
72,Botswana,2016,Consumer price index: General,136.6
72,Botswana,2017,Consumer price index: General,141.1
72,Botswana,2005,Consumer price index: Food,56.1
72,Botswana,2010,Consumer price index: Food,100
72,Botswana,2014,Consumer price index: Food,125.3
72,Botswana,2015,Consumer price index: Food,126.9
72,Botswana,2016,Consumer price index: Food,130.3
72,Botswana,2017,Consumer price index: Food,134.8
76,Brazil,1995,Consumer price index: General,36.6
76,Brazil,2005,Consumer price index: General,79.5
76,Brazil,2010,Consumer price index: General,100
76,Brazil,2014,Consumer price index: General,126.9
76,Brazil,2015,Consumer price index: General,138.4
76,Brazil,2016,Consumer price index: General,150.4
76,Brazil,2017,Consumer price index: General,155.7
76,Brazil,2010,Consumer price index: Food,100
76,Brazil,2014,Consumer price index: Food,140.7
76,Brazil,2015,Consumer price index: Food,154.4
76,Brazil,2016,Consumer price index: Food,173.6
76,Brazil,2017,Consumer price index: Food,175.3
96,Brunei Darussalam,1995,Consumer price index: General,90.9
96,Brunei Darussalam,2005,Consumer price index: General,95.5
96,Brunei Darussalam,2010,Consumer price index: General,100
96,Brunei Darussalam,2014,Consumer price index: General,100.4
96,Brunei Darussalam,2015,Consumer price index: General,100
96,Brunei Darussalam,2016,Consumer price index: General,99.3
96,Brunei Darussalam,2017,Consumer price index: General,99.1
96,Brunei Darussalam,2010,Consumer price index: Food,100
96,Brunei Darussalam,2014,Consumer price index: Food,99.9
96,Brunei Darussalam,2015,Consumer price index: Food,100.7
96,Brunei Darussalam,2016,Consumer price index: Food,99.8
96,Brunei Darussalam,2017,Consumer price index: Food,100
100,Bulgaria,1995,Consumer price index: General,1.6
100,Bulgaria,2005,Consumer price index: General,72.7
100,Bulgaria,2010,Consumer price index: General,100
100,Bulgaria,2014,Consumer price index: General,106.7
100,Bulgaria,2015,Consumer price index: General,106.6
100,Bulgaria,2016,Consumer price index: General,105.8
100,Bulgaria,2017,Consumer price index: General,107.9
100,Bulgaria,1995,Consumer price index: Food,2.1
100,Bulgaria,2005,Consumer price index: Food,72.4
100,Bulgaria,2010,Consumer price index: Food,100
100,Bulgaria,2014,Consumer price index: Food,112.1
100,Bulgaria,2015,Consumer price index: Food,112.5
100,Bulgaria,2016,Consumer price index: Food,112.2
100,Bulgaria,2017,Consumer price index: Food,116.7
854,Burkina Faso,1995,Consumer price index: General,66.6
854,Burkina Faso,2005,Consumer price index: General,86.9
854,Burkina Faso,2010,Consumer price index: General,100
854,Burkina Faso,2014,Consumer price index: General,107
854,Burkina Faso,2015,Consumer price index: General,108
854,Burkina Faso,2016,Consumer price index: General,107.7
854,Burkina Faso,2017,Consumer price index: General,108.1
854,Burkina Faso,2017,Consumer price index: Food,117.6
108,Burundi,1995,Consumer price index: General,17.5
108,Burundi,2005,Consumer price index: General,61.3
108,Burundi,2010,Consumer price index: General,100
108,Burundi,2014,Consumer price index: General,145.9
108,Burundi,2015,Consumer price index: General,154
108,Burundi,2016,Consumer price index: General,162.6
108,Burundi,2017,Consumer price index: General,188.7
108,Burundi,2005,Consumer price index: Food,57.7
108,Burundi,2010,Consumer price index: Food,100
108,Burundi,2014,Consumer price index: Food,139
108,Burundi,2015,Consumer price index: Food,147.1
108,Burundi,2016,Consumer price index: Food,157.6
108,Burundi,2017,Consumer price index: Food,195.4
132,Cabo Verde,1995,Consumer price index: General,64.4
132,Cabo Verde,2005,Consumer price index: General,82.6
132,Cabo Verde,2010,Consumer price index: General,100
132,Cabo Verde,2014,Consumer price index: General,108.5
132,Cabo Verde,2015,Consumer price index: General,108.6
132,Cabo Verde,2016,Consumer price index: General,107.1
132,Cabo Verde,2017,Consumer price index: General,107.9
132,Cabo Verde,2010,Consumer price index: Food,100
132,Cabo Verde,2014,Consumer price index: Food,107.4
132,Cabo Verde,2015,Consumer price index: Food,109
132,Cabo Verde,2016,Consumer price index: Food,108.3
132,Cabo Verde,2017,Consumer price index: Food,108.1
116,Cambodia,1995,Consumer price index: General,43.1
116,Cambodia,2005,Consumer price index: General,67.8
116,Cambodia,2010,Consumer price index: General,100
116,Cambodia,2014,Consumer price index: General,116.1
116,Cambodia,2015,Consumer price index: General,117.5
116,Cambodia,2016,Consumer price index: General,121.1
116,Cambodia,2017,Consumer price index: General,124.6
116,Cambodia,2016,Consumer price index: Food,200
116,Cambodia,2017,Consumer price index: Food,206.7
120,Cameroon,1995,Consumer price index: General,67
120,Cameroon,2005,Consumer price index: General,85.7
120,Cameroon,2010,Consumer price index: General,100
120,Cameroon,2014,Consumer price index: General,109.9
120,Cameroon,2015,Consumer price index: General,112.9
120,Cameroon,2016,Consumer price index: General,113.9
120,Cameroon,2017,Consumer price index: General,114.6
120,Cameroon,2014,Consumer price index: Food,107.6
120,Cameroon,2015,Consumer price index: Food,109.8
120,Cameroon,2016,Consumer price index: Food,110.9
120,Cameroon,2017,Consumer price index: Food,111
124,Canada,1995,Consumer price index: General,75.2
124,Canada,2005,Consumer price index: General,91.9
124,Canada,2010,Consumer price index: General,100
124,Canada,2014,Consumer price index: General,107.5
124,Canada,2015,Consumer price index: General,108.7
124,Canada,2016,Consumer price index: General,110.2
124,Canada,2017,Consumer price index: General,112
124,Canada,1995,Consumer price index: Food,70.6
124,Canada,2005,Consumer price index: Food,86.5
124,Canada,2010,Consumer price index: Food,100
124,Canada,2014,Consumer price index: Food,110.1
124,Canada,2015,Consumer price index: Food,114.2
124,Canada,2016,Consumer price index: Food,115.9
124,Canada,2017,Consumer price index: Food,115.9
136,Cayman Islands,2010,Consumer price index: General,100
136,Cayman Islands,2014,Consumer price index: General,106.1
136,Cayman Islands,2015,Consumer price index: General,103.6
136,Cayman Islands,2016,Consumer price index: General,102.9
136,Cayman Islands,2010,Consumer price index: Food,100
136,Cayman Islands,2014,Consumer price index: Food,114
136,Cayman Islands,2015,Consumer price index: Food,115.8
136,Cayman Islands,2016,Consumer price index: Food,115.9
140,Central African Republic,1995,Consumer price index: General,69
140,Central African Republic,2005,Consumer price index: General,80.9
140,Central African Republic,2010,Consumer price index: General,100
140,Central African Republic,2014,Consumer price index: General,136.3
140,Central African Republic,2015,Consumer price index: General,186.9
148,Chad,1995,Consumer price index: General,61.7
148,Chad,2005,Consumer price index: General,85.6
148,Chad,2010,Consumer price index: General,100
148,Chad,2014,Consumer price index: General,111.8
148,Chad,2015,Consumer price index: General,115.9
152,Chile,2010,Consumer price index: General,101.4
152,Chile,2014,Consumer price index: General,104.4
152,Chile,2015,Consumer price index: General,108.9
152,Chile,2016,Consumer price index: General,113.1
152,Chile,2017,Consumer price index: General,115.5
152,Chile,2010,Consumer price index: Food,102.2
152,Chile,2014,Consumer price index: Food,107
152,Chile,2015,Consumer price index: Food,114.6
152,Chile,2016,Consumer price index: Food,119
152,Chile,2017,Consumer price index: Food,121.4
156,China,2010,Consumer price index: General,100
156,China,2014,Consumer price index: General,113.2
156,China,2015,Consumer price index: General,114.9
156,China,2016,Consumer price index: General,102
156,China,2017,Consumer price index: General,103.6
156,China,2010,Consumer price index: Food,100
156,China,2014,Consumer price index: Food,126.5
156,China,2015,Consumer price index: Food,129.4
156,China,2016,Consumer price index: Food,104.6
156,China,2017,Consumer price index: Food,103
344,"China, Hong Kong SAR",1995,Consumer price index: General,89.6
344,"China, Hong Kong SAR",2005,Consumer price index: General,89.5
344,"China, Hong Kong SAR",2010,Consumer price index: General,100
344,"China, Hong Kong SAR",2014,Consumer price index: General,119.4
344,"China, Hong Kong SAR",2015,Consumer price index: General,123
344,"China, Hong Kong SAR",2016,Consumer price index: General,125.9
344,"China, Hong Kong SAR",2017,Consumer price index: General,127.8
344,"China, Hong Kong SAR",2010,Consumer price index: Food,100
344,"China, Hong Kong SAR",2014,Consumer price index: Food,123.1
344,"China, Hong Kong SAR",2015,Consumer price index: Food,127.9
344,"China, Hong Kong SAR",2016,Consumer price index: Food,132.2
344,"China, Hong Kong SAR",2017,Consumer price index: Food,135.1
446,"China, Macao SAR",1995,Consumer price index: General,77.8
446,"China, Macao SAR",2005,Consumer price index: General,79.7
446,"China, Macao SAR",2010,Consumer price index: General,100
446,"China, Macao SAR",2014,Consumer price index: General,125.6
446,"China, Macao SAR",2015,Consumer price index: General,131.3
446,"China, Macao SAR",2016,Consumer price index: General,134.4
446,"China, Macao SAR",2017,Consumer price index: General,136.1
446,"China, Macao SAR",2010,Consumer price index: Food,100
446,"China, Macao SAR",2014,Consumer price index: Food,132.8
446,"China, Macao SAR",2015,Consumer price index: Food,139.2
446,"China, Macao SAR",2016,Consumer price index: Food,143.3
446,"China, Macao SAR",2017,Consumer price index: Food,145.5
170,Colombia,1995,Consumer price index: General,28.3
170,Colombia,2005,Consumer price index: General,79.7
170,Colombia,2010,Consumer price index: General,100
170,Colombia,2014,Consumer price index: General,112
170,Colombia,2015,Consumer price index: General,117.6
170,Colombia,2016,Consumer price index: General,126.4
170,Colombia,2017,Consumer price index: General,132
170,Colombia,2010,Consumer price index: Food,100
170,Colombia,2014,Consumer price index: Food,113.9
170,Colombia,2015,Consumer price index: Food,122.3
170,Colombia,2016,Consumer price index: Food,136.5
170,Colombia,2017,Consumer price index: Food,140.1
174,Comoros,2005,Consumer price index: General,84.4
174,Comoros,2010,Consumer price index: General,100
174,Comoros,2010,Consumer price index: Food,100
178,Congo,1995,Consumer price index: General,55.5
178,Congo,2005,Consumer price index: General,78.9
178,Congo,2010,Consumer price index: General,100
178,Congo,2014,Consumer price index: General,113.4
178,Congo,2015,Consumer price index: General,118.5
184,Cook Islands,2010,Consumer price index: General,100
184,Cook Islands,2014,Consumer price index: General,109.5
184,Cook Islands,2015,Consumer price index: General,111.6
184,Cook Islands,2016,Consumer price index: General,111.3
184,Cook Islands,2017,Consumer price index: General,111.2
184,Cook Islands,2010,Consumer price index: Food,100
184,Cook Islands,2014,Consumer price index: Food,111.9
184,Cook Islands,2015,Consumer price index: Food,111.7
184,Cook Islands,2016,Consumer price index: Food,113.2
184,Cook Islands,2017,Consumer price index: Food,113.5
188,Costa Rica,1995,Consumer price index: General,20.6
188,Costa Rica,2005,Consumer price index: General,63.5
188,Costa Rica,2010,Consumer price index: General,100
188,Costa Rica,2014,Consumer price index: General,120.5
188,Costa Rica,2015,Consumer price index: General,121.5
188,Costa Rica,2016,Consumer price index: General,121.5
188,Costa Rica,2017,Consumer price index: General,123.5
188,Costa Rica,2010,Consumer price index: Food,100
188,Costa Rica,2014,Consumer price index: Food,118.4
188,Costa Rica,2015,Consumer price index: Food,122.1
188,Costa Rica,2016,Consumer price index: Food,121.1
188,Costa Rica,2017,Consumer price index: Food,123.2
384,Côte d’Ivoire,1995,Consumer price index: General,65.3
384,Côte d’Ivoire,2005,Consumer price index: General,88.1
384,Côte d’Ivoire,2010,Consumer price index: General,100
384,Côte d’Ivoire,2014,Consumer price index: General,109.5
384,Côte d’Ivoire,2015,Consumer price index: General,110.9
384,Côte d’Ivoire,2016,Consumer price index: General,111.7
384,Côte d’Ivoire,2017,Consumer price index: General,112.5
384,Côte d’Ivoire,2005,Consumer price index: Food,75.5
384,Côte d’Ivoire,2010,Consumer price index: Food,100
384,Côte d’Ivoire,2014,Consumer price index: Food,109.7
384,Côte d’Ivoire,2015,Consumer price index: Food,111.9
384,Côte d’Ivoire,2016,Consumer price index: Food,115.3
384,Côte d’Ivoire,2017,Consumer price index: Food,115.7
191,Croatia,1995,Consumer price index: General,60.3
191,Croatia,2005,Consumer price index: General,85.8
191,Croatia,2010,Consumer price index: General,100
191,Croatia,2014,Consumer price index: General,107.9
191,Croatia,2015,Consumer price index: General,107.4
191,Croatia,2016,Consumer price index: General,106.2
191,Croatia,2017,Consumer price index: General,107.4
191,Croatia,2010,Consumer price index: Food,116.6
191,Croatia,2014,Consumer price index: Food,108.9
191,Croatia,2015,Consumer price index: Food,109.3
191,Croatia,2016,Consumer price index: Food,108.8
191,Croatia,2017,Consumer price index: Food,112
531,Curaçao,1995,Consumer price index: General,66.9
531,Curaçao,2005,Consumer price index: General,84.3
531,Curaçao,2010,Consumer price index: General,100
531,Curaçao,2014,Consumer price index: General,108.6
531,Curaçao,2015,Consumer price index: General,108.1
531,Curaçao,2016,Consumer price index: General,108.1
531,Curaçao,2017,Consumer price index: General,109.8
531,Curaçao,2010,Consumer price index: Food,100
531,Curaçao,2014,Consumer price index: Food,120
531,Curaçao,2015,Consumer price index: Food,124.8
531,Curaçao,2016,Consumer price index: Food,126.8
531,Curaçao,2017,Consumer price index: Food,128.9
196,Cyprus,2005,Consumer price index: General,88.6
196,Cyprus,2010,Consumer price index: General,100
196,Cyprus,2014,Consumer price index: General,103.9
196,Cyprus,2015,Consumer price index: General,101.7
196,Cyprus,2016,Consumer price index: General,100.3
196,Cyprus,2017,Consumer price index: General,100.8
196,Cyprus,2010,Consumer price index: Food,100
196,Cyprus,2014,Consumer price index: Food,103.6
196,Cyprus,2015,Consumer price index: Food,103.6
196,Cyprus,2016,Consumer price index: Food,103.2
196,Cyprus,2017,Consumer price index: Food,102.8
203,Czechia,1995,Consumer price index: General,56.1
203,Czechia,2005,Consumer price index: General,87
203,Czechia,2010,Consumer price index: General,100
203,Czechia,2014,Consumer price index: General,107.2
203,Czechia,2015,Consumer price index: General,107.5
203,Czechia,2016,Consumer price index: General,108.2
203,Czechia,2017,Consumer price index: General,110.9
203,Czechia,1995,Consumer price index: Food,77
203,Czechia,2005,Consumer price index: Food,89.9
203,Czechia,2010,Consumer price index: Food,100
203,Czechia,2014,Consumer price index: Food,119.7
203,Czechia,2015,Consumer price index: Food,118.4
203,Czechia,2016,Consumer price index: Food,117.3
203,Czechia,2017,Consumer price index: Food,123.4
180,Dem. Rep. of the Congo,1995,Consumer price index: General,0
180,Dem. Rep. of the Congo,2005,Consumer price index: General,58.6
180,Dem. Rep. of the Congo,2010,Consumer price index: General,100
180,Dem. Rep. of the Congo,2014,Consumer price index: General,129.1
180,Dem. Rep. of the Congo,2015,Consumer price index: General,130.1
180,Dem. Rep. of the Congo,2016,Consumer price index: General,133.9
180,Dem. Rep. of the Congo,2014,Consumer price index: Food,121
180,Dem. Rep. of the Congo,2015,Consumer price index: Food,122
180,Dem. Rep. of the Congo,2016,Consumer price index: Food,125.7
208,Denmark,1995,Consumer price index: General,72.8
208,Denmark,2005,Consumer price index: General,90
208,Denmark,2010,Consumer price index: General,100
208,Denmark,2014,Consumer price index: General,106.7
208,Denmark,2015,Consumer price index: General,107.1
208,Denmark,2016,Consumer price index: General,107.4
208,Denmark,2017,Consumer price index: General,108.6
208,Denmark,2005,Consumer price index: Food,86.4
208,Denmark,2010,Consumer price index: Food,100
208,Denmark,2014,Consumer price index: Food,107.9
208,Denmark,2015,Consumer price index: Food,109.1
208,Denmark,2016,Consumer price index: Food,109.2
208,Denmark,2017,Consumer price index: Food,112.2
