ID,Country,Year,Series,Value
20,Andorra,2010,Expenditure by level of education: tertiary (as % of government expenditure),3.9
20,Andorra,2010,Public expenditure on education (% of GDP),3.1
20,Andorra,2016,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),64.1
20,Andorra,2016,All staff compensation as % of total expenditure in public institutions (%),35.1
20,Andorra,2016,Capital expenditure as % of total expenditure in public institutions (%),0.8
20,Andorra,2016,Expenditure by level of education: pre-primary (as % of government expenditure),12.7
20,Andorra,2016,Expenditure by level of education: primary (as % of government expenditure),21.5
20,Andorra,2016,Expenditure by level of education: secondary (as % of government expenditure),24
20,Andorra,2016,Expenditure by level of education: tertiary (as % of government expenditure),5.9
20,Andorra,2016,Public expenditure on education (% of government expenditure),9.7
20,Andorra,2016,Public expenditure on education (% of GDP),3.3
24,Angola,2005,Expenditure by level of education: primary (as % of government expenditure),36.5
24,Angola,2005,Expenditure by level of education: secondary (as % of government expenditure),55.2
24,Angola,2005,Expenditure by level of education: tertiary (as % of government expenditure),8.3
24,Angola,2005,Public expenditure on education (% of government expenditure),8
24,Angola,2005,Public expenditure on education (% of GDP),2.8
24,Angola,2006,Capital expenditure as % of total expenditure in public institutions (%),24.3
24,Angola,2006,Expenditure by level of education: pre-primary (as % of government expenditure),13.5
24,Angola,2006,Expenditure by level of education: primary (as % of government expenditure),31.4
24,Angola,2006,Expenditure by level of education: secondary (as % of government expenditure),42.4
24,Angola,2006,Expenditure by level of education: tertiary (as % of government expenditure),8.7
24,Angola,2006,Public expenditure on education (% of government expenditure),7.5
24,Angola,2006,Public expenditure on education (% of GDP),2.9
24,Angola,2010,Public expenditure on education (% of government expenditure),8.7
24,Angola,2010,Public expenditure on education (% of GDP),3.5
660,Anguilla,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),6.7
660,Anguilla,2005,All staff compensation as % of total expenditure in public institutions (%),80.9
660,Anguilla,2005,Expenditure by level of education: pre-primary (as % of government expenditure),1.9
660,Anguilla,2005,Expenditure by level of education: primary (as % of government expenditure),28.5
660,Anguilla,2005,Expenditure by level of education: secondary (as % of government expenditure),51.3
660,Anguilla,2005,Expenditure by level of education: tertiary (as % of government expenditure),18.3
660,Anguilla,2008,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),9.8
660,Anguilla,2008,All staff compensation as % of total expenditure in public institutions (%),69.4
660,Anguilla,2008,Capital expenditure as % of total expenditure in public institutions (%),20.8
660,Anguilla,2008,Expenditure by level of education: pre-primary (as % of government expenditure),1.6
660,Anguilla,2008,Expenditure by level of education: primary (as % of government expenditure),39.4
660,Anguilla,2008,Expenditure by level of education: secondary (as % of government expenditure),56.1
660,Anguilla,2008,Expenditure by level of education: tertiary (as % of government expenditure),2.8
660,Anguilla,2008,Public expenditure on education (% of GDP),2.8
28,Antigua and Barbuda,2002,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),25.7
28,Antigua and Barbuda,2002,Capital expenditure as % of total expenditure in public institutions (%),3.9
28,Antigua and Barbuda,2002,Expenditure by level of education: pre-primary (as % of government expenditure),2.1
28,Antigua and Barbuda,2002,Expenditure by level of education: primary (as % of government expenditure),28.6
28,Antigua and Barbuda,2002,Expenditure by level of education: secondary (as % of government expenditure),35.2
28,Antigua and Barbuda,2002,Expenditure by level of education: tertiary (as % of government expenditure),6.7
28,Antigua and Barbuda,2002,Public expenditure on education (% of government expenditure),11.7
28,Antigua and Barbuda,2002,Public expenditure on education (% of GDP),3.4
28,Antigua and Barbuda,2009,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),21.6
28,Antigua and Barbuda,2009,All staff compensation as % of total expenditure in public institutions (%),73.2
28,Antigua and Barbuda,2009,Capital expenditure as % of total expenditure in public institutions (%),5.2
28,Antigua and Barbuda,2009,Expenditure by level of education: pre-primary (as % of government expenditure),0.3
28,Antigua and Barbuda,2009,Expenditure by level of education: primary (as % of government expenditure),41.6
28,Antigua and Barbuda,2009,Expenditure by level of education: secondary (as % of government expenditure),48.4
28,Antigua and Barbuda,2009,Expenditure by level of education: tertiary (as % of government expenditure),7.4
28,Antigua and Barbuda,2009,Public expenditure on education (% of government expenditure),6.9
28,Antigua and Barbuda,2009,Public expenditure on education (% of GDP),2.5
32,Argentina,2004,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),11.6
32,Argentina,2004,All staff compensation as % of total expenditure in public institutions (%),87.6
32,Argentina,2004,Capital expenditure as % of total expenditure in public institutions (%),0.8
32,Argentina,2004,Expenditure by level of education: pre-primary (as % of government expenditure),8.3
32,Argentina,2004,Expenditure by level of education: primary (as % of government expenditure),36.7
32,Argentina,2004,Expenditure by level of education: secondary (as % of government expenditure),37.8
32,Argentina,2004,Expenditure by level of education: tertiary (as % of government expenditure),17.2
32,Argentina,2004,Public expenditure on education (% of government expenditure),15.2
32,Argentina,2004,Public expenditure on education (% of GDP),3.5
32,Argentina,2005,Expenditure by level of education: pre-primary (as % of government expenditure),7.9
32,Argentina,2005,Expenditure by level of education: primary (as % of government expenditure),34.2
32,Argentina,2005,Expenditure by level of education: secondary (as % of government expenditure),41.7
32,Argentina,2005,Expenditure by level of education: tertiary (as % of government expenditure),16.2
32,Argentina,2005,Public expenditure on education (% of government expenditure),15.8
32,Argentina,2005,Public expenditure on education (% of GDP),3.9
32,Argentina,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),9.9
32,Argentina,2010,All staff compensation as % of total expenditure in public institutions (%),85.9
32,Argentina,2010,Capital expenditure as % of total expenditure in public institutions (%),4.2
32,Argentina,2010,Expenditure by level of education: pre-primary (as % of government expenditure),7.4
32,Argentina,2010,Expenditure by level of education: primary (as % of government expenditure),33.1
32,Argentina,2010,Expenditure by level of education: secondary (as % of government expenditure),39.7
32,Argentina,2010,Expenditure by level of education: tertiary (as % of government expenditure),19.9
32,Argentina,2010,Public expenditure on education (% of government expenditure),15
32,Argentina,2010,Public expenditure on education (% of GDP),5
32,Argentina,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),7.2
32,Argentina,2015,All staff compensation as % of total expenditure in public institutions (%),82
32,Argentina,2015,Capital expenditure as % of total expenditure in public institutions (%),10.8
32,Argentina,2015,Expenditure by level of education: pre-primary (as % of government expenditure),8.1
32,Argentina,2015,Expenditure by level of education: primary (as % of government expenditure),30
32,Argentina,2015,Expenditure by level of education: secondary (as % of government expenditure),41.3
32,Argentina,2015,Expenditure by level of education: tertiary (as % of government expenditure),20.5
32,Argentina,2015,Public expenditure on education (% of government expenditure),14.1
32,Argentina,2015,Public expenditure on education (% of GDP),5.9
51,Armenia,2005,Public expenditure on education (% of government expenditure),13.6
51,Armenia,2005,Public expenditure on education (% of GDP),2.7
51,Armenia,2009,Expenditure by level of education: pre-primary (as % of government expenditure),11.3
51,Armenia,2009,Expenditure by level of education: tertiary (as % of government expenditure),9.4
51,Armenia,2009,Public expenditure on education (% of government expenditure),13.5
51,Armenia,2009,Public expenditure on education (% of GDP),3.8
51,Armenia,2010,Expenditure by level of education: tertiary (as % of government expenditure),11.7
51,Armenia,2010,Public expenditure on education (% of government expenditure),12.4
51,Armenia,2010,Public expenditure on education (% of GDP),3.2
51,Armenia,2016,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),8.2
51,Armenia,2016,All staff compensation as % of total expenditure in public institutions (%),82.5
51,Armenia,2016,Capital expenditure as % of total expenditure in public institutions (%),9.3
51,Armenia,2016,Expenditure by level of education: pre-primary (as % of government expenditure),11.9
51,Armenia,2016,Expenditure by level of education: primary (as % of government expenditure),20.7
51,Armenia,2016,Expenditure by level of education: secondary (as % of government expenditure),51.1
51,Armenia,2016,Expenditure by level of education: tertiary (as % of government expenditure),13.2
51,Armenia,2016,Public expenditure on education (% of government expenditure),10.2
51,Armenia,2016,Public expenditure on education (% of GDP),2.8
533,Aruba,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),6.1
533,Aruba,2005,All staff compensation as % of total expenditure in public institutions (%),90.7
533,Aruba,2005,Capital expenditure as % of total expenditure in public institutions (%),3.2
533,Aruba,2005,Expenditure by level of education: pre-primary (as % of government expenditure),6.8
533,Aruba,2005,Expenditure by level of education: primary (as % of government expenditure),26.7
533,Aruba,2005,Expenditure by level of education: secondary (as % of government expenditure),26.8
533,Aruba,2005,Expenditure by level of education: tertiary (as % of government expenditure),11.5
533,Aruba,2005,Public expenditure on education (% of government expenditure),18.9
533,Aruba,2005,Public expenditure on education (% of GDP),4.7
533,Aruba,2009,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),5.7
533,Aruba,2009,All staff compensation as % of total expenditure in public institutions (%),87
533,Aruba,2009,Public expenditure on education (% of government expenditure),21.5
533,Aruba,2009,Public expenditure on education (% of GDP),5.9
533,Aruba,2010,Public expenditure on education (% of government expenditure),22.1
533,Aruba,2010,Public expenditure on education (% of GDP),6.7
533,Aruba,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),6.9
533,Aruba,2015,All staff compensation as % of total expenditure in public institutions (%),93.1
533,Aruba,2015,Expenditure by level of education: pre-primary (as % of government expenditure),5.2
533,Aruba,2015,Expenditure by level of education: primary (as % of government expenditure),23.8
533,Aruba,2015,Expenditure by level of education: secondary (as % of government expenditure),30.7
533,Aruba,2015,Expenditure by level of education: tertiary (as % of government expenditure),25.1
533,Aruba,2015,Public expenditure on education (% of government expenditure),22.9
533,Aruba,2015,Public expenditure on education (% of GDP),6.5
36,Australia,2000,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),24.7
36,Australia,2000,All staff compensation as % of total expenditure in public institutions (%),68.3
36,Australia,2000,Capital expenditure as % of total expenditure in public institutions (%),7
36,Australia,2000,Expenditure by level of education: pre-primary (as % of government expenditure),1.2
36,Australia,2000,Expenditure by level of education: primary (as % of government expenditure),34.1
36,Australia,2000,Expenditure by level of education: secondary (as % of government expenditure),38.6
36,Australia,2000,Expenditure by level of education: tertiary (as % of government expenditure),23.4
36,Australia,2000,Public expenditure on education (% of government expenditure),13.4
36,Australia,2000,Public expenditure on education (% of GDP),4.9
36,Australia,2005,Expenditure by level of education: pre-primary (as % of government expenditure),1
36,Australia,2005,Expenditure by level of education: primary (as % of government expenditure),34.6
36,Australia,2005,Expenditure by level of education: secondary (as % of government expenditure),39.7
36,Australia,2005,Expenditure by level of education: tertiary (as % of government expenditure),22.2
36,Australia,2005,Public expenditure on education (% of government expenditure),13.6
36,Australia,2005,Public expenditure on education (% of GDP),4.9
36,Australia,2010,Expenditure by level of education: pre-primary (as % of government expenditure),1.2
36,Australia,2010,Expenditure by level of education: primary (as % of government expenditure),36.8
36,Australia,2010,Expenditure by level of education: secondary (as % of government expenditure),36.8
36,Australia,2010,Expenditure by level of education: tertiary (as % of government expenditure),22.3
36,Australia,2010,Public expenditure on education (% of government expenditure),14.3
36,Australia,2010,Public expenditure on education (% of GDP),5.6
36,Australia,2014,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),27
36,Australia,2014,All staff compensation as % of total expenditure in public institutions (%),64.6
36,Australia,2014,Capital expenditure as % of total expenditure in public institutions (%),8.4
36,Australia,2014,Expenditure by level of education: pre-primary (as % of government expenditure),2.9
36,Australia,2014,Expenditure by level of education: primary (as % of government expenditure),32.6
36,Australia,2014,Expenditure by level of education: secondary (as % of government expenditure),32.4
36,Australia,2014,Expenditure by level of education: tertiary (as % of government expenditure),26.5
36,Australia,2014,Public expenditure on education (% of government expenditure),13.9
36,Australia,2014,Public expenditure on education (% of GDP),5.2
40,Austria,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),23.2
40,Austria,2005,All staff compensation as % of total expenditure in public institutions (%),72.1
40,Austria,2005,Capital expenditure as % of total expenditure in public institutions (%),4.7
40,Austria,2005,Expenditure by level of education: pre-primary (as % of government expenditure),7.4
40,Austria,2005,Expenditure by level of education: primary (as % of government expenditure),19
40,Austria,2005,Expenditure by level of education: secondary (as % of government expenditure),45.9
40,Austria,2005,Expenditure by level of education: tertiary (as % of government expenditure),27.3
40,Austria,2005,Public expenditure on education (% of government expenditure),10.3
40,Austria,2005,Public expenditure on education (% of GDP),5.2
40,Austria,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),24.9
40,Austria,2010,All staff compensation as % of total expenditure in public institutions (%),70.2
40,Austria,2010,Capital expenditure as % of total expenditure in public institutions (%),4.9
40,Austria,2010,Expenditure by level of education: pre-primary (as % of government expenditure),10.3
40,Austria,2010,Expenditure by level of education: primary (as % of government expenditure),17.1
40,Austria,2010,Expenditure by level of education: secondary (as % of government expenditure),44.4
40,Austria,2010,Expenditure by level of education: tertiary (as % of government expenditure),27.7
40,Austria,2010,Public expenditure on education (% of government expenditure),10.8
40,Austria,2010,Public expenditure on education (% of GDP),5.7
40,Austria,2014,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),26.2
40,Austria,2014,All staff compensation as % of total expenditure in public institutions (%),68.9
40,Austria,2014,Capital expenditure as % of total expenditure in public institutions (%),5
40,Austria,2014,Expenditure by level of education: pre-primary (as % of government expenditure),8.8
40,Austria,2014,Expenditure by level of education: primary (as % of government expenditure),16.3
40,Austria,2014,Expenditure by level of education: secondary (as % of government expenditure),40.4
40,Austria,2014,Expenditure by level of education: tertiary (as % of government expenditure),32.5
40,Austria,2014,Public expenditure on education (% of government expenditure),10.4
40,Austria,2014,Public expenditure on education (% of GDP),5.4
31,Azerbaijan,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),31.6
31,Azerbaijan,2005,All staff compensation as % of total expenditure in public institutions (%),66.8
31,Azerbaijan,2005,Capital expenditure as % of total expenditure in public institutions (%),1.6
31,Azerbaijan,2005,Expenditure by level of education: pre-primary (as % of government expenditure),6.9
31,Azerbaijan,2005,Expenditure by level of education: tertiary (as % of government expenditure),6.9
31,Azerbaijan,2005,Public expenditure on education (% of government expenditure),13.2
31,Azerbaijan,2005,Public expenditure on education (% of GDP),3
31,Azerbaijan,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),32.6
31,Azerbaijan,2010,All staff compensation as % of total expenditure in public institutions (%),64.8
31,Azerbaijan,2010,Capital expenditure as % of total expenditure in public institutions (%),2.5
31,Azerbaijan,2010,Expenditure by level of education: pre-primary (as % of government expenditure),7.1
31,Azerbaijan,2010,Expenditure by level of education: tertiary (as % of government expenditure),14
31,Azerbaijan,2010,Public expenditure on education (% of government expenditure),8.7
31,Azerbaijan,2010,Public expenditure on education (% of GDP),2.8
31,Azerbaijan,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),45.9
31,Azerbaijan,2015,All staff compensation as % of total expenditure in public institutions (%),52
31,Azerbaijan,2015,Capital expenditure as % of total expenditure in public institutions (%),2.2
31,Azerbaijan,2015,Expenditure by level of education: pre-primary (as % of government expenditure),9.5
31,Azerbaijan,2015,Expenditure by level of education: secondary (as % of government expenditure),55.7
31,Azerbaijan,2015,Expenditure by level of education: tertiary (as % of government expenditure),12.8
31,Azerbaijan,2015,Public expenditure on education (% of government expenditure),7.6
31,Azerbaijan,2015,Public expenditure on education (% of GDP),3
44,Bahamas,2000,Public expenditure on education (% of government expenditure),18.9
44,Bahamas,2000,Public expenditure on education (% of GDP),2.9
48,Bahrain,2008,Public expenditure on education (% of government expenditure),10.6
48,Bahrain,2008,Public expenditure on education (% of GDP),2.5
48,Bahrain,2012,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),13.8
48,Bahrain,2012,All staff compensation as % of total expenditure in public institutions (%),82.3
48,Bahrain,2012,Capital expenditure as % of total expenditure in public institutions (%),3.8
48,Bahrain,2012,Public expenditure on education (% of government expenditure),8.3
48,Bahrain,2012,Public expenditure on education (% of GDP),2.6
48,Bahrain,2013,Expenditure by level of education: primary (as % of government expenditure),32.1
48,Bahrain,2013,Expenditure by level of education: secondary (as % of government expenditure),43.4
48,Bahrain,2013,Expenditure by level of education: tertiary (as % of government expenditure),24.4
48,Bahrain,2013,Public expenditure on education (% of government expenditure),7.2
48,Bahrain,2013,Public expenditure on education (% of GDP),2.5
48,Bahrain,2015,Expenditure by level of education: primary (as % of government expenditure),33
48,Bahrain,2015,Expenditure by level of education: secondary (as % of government expenditure),44.2
48,Bahrain,2015,Public expenditure on education (% of government expenditure),7.3
48,Bahrain,2015,Public expenditure on education (% of GDP),2.7
48,Bahrain,2016,Public expenditure on education (% of government expenditure),7.6
48,Bahrain,2016,Public expenditure on education (% of GDP),2.7
50,Bangladesh,2004,Expenditure by level of education: primary (as % of government expenditure),40
50,Bangladesh,2004,Expenditure by level of education: secondary (as % of government expenditure),48.5
50,Bangladesh,2004,Expenditure by level of education: tertiary (as % of government expenditure),11.5
50,Bangladesh,2004,Public expenditure on education (% of government expenditure),16
50,Bangladesh,2004,Public expenditure on education (% of GDP),1.9
50,Bangladesh,2009,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),21.2
50,Bangladesh,2009,All staff compensation as % of total expenditure in public institutions (%),59.8
50,Bangladesh,2009,Capital expenditure as % of total expenditure in public institutions (%),19
50,Bangladesh,2009,Expenditure by level of education: primary (as % of government expenditure),44.7
50,Bangladesh,2009,Expenditure by level of education: secondary (as % of government expenditure),40.2
50,Bangladesh,2009,Expenditure by level of education: tertiary (as % of government expenditure),13.5
50,Bangladesh,2009,Public expenditure on education (% of government expenditure),14
50,Bangladesh,2009,Public expenditure on education (% of GDP),1.9
50,Bangladesh,2012,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),4.3
50,Bangladesh,2012,All staff compensation as % of total expenditure in public institutions (%),95.2
50,Bangladesh,2012,Capital expenditure as % of total expenditure in public institutions (%),0.5
50,Bangladesh,2012,Expenditure by level of education: primary (as % of government expenditure),44.6
50,Bangladesh,2012,Expenditure by level of education: secondary (as % of government expenditure),39.1
50,Bangladesh,2012,Expenditure by level of education: tertiary (as % of government expenditure),14.7
50,Bangladesh,2012,Public expenditure on education (% of government expenditure),15.6
50,Bangladesh,2012,Public expenditure on education (% of GDP),2.2
50,Bangladesh,2016,Expenditure by level of education: primary (as % of government expenditure),43
50,Bangladesh,2016,Expenditure by level of education: secondary (as % of government expenditure),38.2
50,Bangladesh,2016,Expenditure by level of education: tertiary (as % of government expenditure),16.9
50,Bangladesh,2016,Public expenditure on education (% of government expenditure),18.1
50,Bangladesh,2016,Public expenditure on education (% of GDP),2.5
52,Barbados,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),16.2
52,Barbados,2005,All staff compensation as % of total expenditure in public institutions (%),79.9
52,Barbados,2005,Capital expenditure as % of total expenditure in public institutions (%),4
52,Barbados,2005,Expenditure by level of education: pre-primary (as % of government expenditure),6.3
52,Barbados,2005,Expenditure by level of education: primary (as % of government expenditure),27.9
52,Barbados,2005,Expenditure by level of education: secondary (as % of government expenditure),31.7
52,Barbados,2005,Expenditure by level of education: tertiary (as % of government expenditure),31.6
52,Barbados,2005,Public expenditure on education (% of government expenditure),19.1
52,Barbados,2005,Public expenditure on education (% of GDP),5.6
52,Barbados,2008,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),14.5
52,Barbados,2008,All staff compensation as % of total expenditure in public institutions (%),78.6
52,Barbados,2008,Capital expenditure as % of total expenditure in public institutions (%),6.9
52,Barbados,2008,Expenditure by level of education: pre-primary (as % of government expenditure),0.4
52,Barbados,2008,Expenditure by level of education: primary (as % of government expenditure),36.9
52,Barbados,2008,Expenditure by level of education: secondary (as % of government expenditure),29.4
52,Barbados,2008,Expenditure by level of education: tertiary (as % of government expenditure),30.1
52,Barbados,2008,Public expenditure on education (% of government expenditure),15.6
52,Barbados,2008,Public expenditure on education (% of GDP),5.1
52,Barbados,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),10.5
52,Barbados,2010,All staff compensation as % of total expenditure in public institutions (%),83.4
52,Barbados,2010,Capital expenditure as % of total expenditure in public institutions (%),6.2
52,Barbados,2010,Expenditure by level of education: secondary (as % of government expenditure),29.6
52,Barbados,2010,Expenditure by level of education: tertiary (as % of government expenditure),32.5
52,Barbados,2010,Public expenditure on education (% of government expenditure),18.1
52,Barbados,2010,Public expenditure on education (% of GDP),6.1
52,Barbados,2016,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),50.5
52,Barbados,2016,All staff compensation as % of total expenditure in public institutions (%),45.3
52,Barbados,2016,Capital expenditure as % of total expenditure in public institutions (%),4.2
52,Barbados,2016,Expenditure by level of education: primary (as % of government expenditure),29.6
52,Barbados,2016,Expenditure by level of education: secondary (as % of government expenditure),39.3
52,Barbados,2016,Expenditure by level of education: tertiary (as % of government expenditure),31.1
52,Barbados,2016,Public expenditure on education (% of government expenditure),14.4
52,Barbados,2016,Public expenditure on education (% of GDP),5.1
112,Belarus,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),30.1
112,Belarus,2005,All staff compensation as % of total expenditure in public institutions (%),65.2
112,Belarus,2005,Capital expenditure as % of total expenditure in public institutions (%),4.8
112,Belarus,2005,Expenditure by level of education: pre-primary (as % of government expenditure),17.4
112,Belarus,2005,Expenditure by level of education: tertiary (as % of government expenditure),25.5
112,Belarus,2005,Public expenditure on education (% of government expenditure),12.6
112,Belarus,2005,Public expenditure on education (% of GDP),5.9
112,Belarus,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),26.5
112,Belarus,2010,All staff compensation as % of total expenditure in public institutions (%),62.6
112,Belarus,2010,Capital expenditure as % of total expenditure in public institutions (%),10.9
112,Belarus,2010,Expenditure by level of education: pre-primary (as % of government expenditure),19
112,Belarus,2010,Expenditure by level of education: tertiary (as % of government expenditure),17.1
112,Belarus,2010,Public expenditure on education (% of government expenditure),11.8
112,Belarus,2010,Public expenditure on education (% of GDP),5.2
112,Belarus,2011,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),26.8
112,Belarus,2011,All staff compensation as % of total expenditure in public institutions (%),65.4
112,Belarus,2011,Capital expenditure as % of total expenditure in public institutions (%),7.8
112,Belarus,2011,Expenditure by level of education: pre-primary (as % of government expenditure),21
112,Belarus,2011,Expenditure by level of education: tertiary (as % of government expenditure),17.3
112,Belarus,2011,Public expenditure on education (% of government expenditure),11.6
112,Belarus,2011,Public expenditure on education (% of GDP),4.7
112,Belarus,2016,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),28.6
112,Belarus,2016,All staff compensation as % of total expenditure in public institutions (%),67.5
112,Belarus,2016,Capital expenditure as % of total expenditure in public institutions (%),4
112,Belarus,2016,Expenditure by level of education: tertiary (as % of government expenditure),16.1
112,Belarus,2016,Public expenditure on education (% of government expenditure),10.8
112,Belarus,2016,Public expenditure on education (% of GDP),5
112,Belarus,2017,Expenditure by level of education: secondary (as % of government expenditure),50.2
112,Belarus,2017,Expenditure by level of education: tertiary (as % of government expenditure),17
56,Belgium,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),11.7
56,Belgium,2005,All staff compensation as % of total expenditure in public institutions (%),85.5
56,Belgium,2005,Capital expenditure as % of total expenditure in public institutions (%),2.8
56,Belgium,2005,Expenditure by level of education: pre-primary (as % of government expenditure),9.6
56,Belgium,2005,Expenditure by level of education: primary (as % of government expenditure),23.6
56,Belgium,2005,Expenditure by level of education: secondary (as % of government expenditure),43.1
56,Belgium,2005,Expenditure by level of education: tertiary (as % of government expenditure),21.7
56,Belgium,2005,Public expenditure on education (% of government expenditure),11.2
56,Belgium,2005,Public expenditure on education (% of GDP),5.8
56,Belgium,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),11.9
56,Belgium,2010,All staff compensation as % of total expenditure in public institutions (%),84.3
56,Belgium,2010,Capital expenditure as % of total expenditure in public institutions (%),3.8
56,Belgium,2010,Expenditure by level of education: pre-primary (as % of government expenditure),9.5
56,Belgium,2010,Expenditure by level of education: primary (as % of government expenditure),23.5
56,Belgium,2010,Expenditure by level of education: secondary (as % of government expenditure),42.5
56,Belgium,2010,Expenditure by level of education: tertiary (as % of government expenditure),22.2
56,Belgium,2010,Public expenditure on education (% of government expenditure),12
56,Belgium,2010,Public expenditure on education (% of GDP),6.4
56,Belgium,2014,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),13.7
56,Belgium,2014,All staff compensation as % of total expenditure in public institutions (%),81.5
56,Belgium,2014,Capital expenditure as % of total expenditure in public institutions (%),4.8
56,Belgium,2014,Expenditure by level of education: pre-primary (as % of government expenditure),10.7
56,Belgium,2014,Expenditure by level of education: primary (as % of government expenditure),23.2
56,Belgium,2014,Expenditure by level of education: secondary (as % of government expenditure),42
56,Belgium,2014,Expenditure by level of education: tertiary (as % of government expenditure),22
56,Belgium,2014,Public expenditure on education (% of government expenditure),12
