ID,Country,Year,Series,Value
124,Canada,2010,Percentage of individuals using the internet,80.3
124,Canada,2014,Percentage of individuals using the internet,87.1
124,Canada,2015,Percentage of individuals using the internet,88.5
124,Canada,2016,Percentage of individuals using the internet,91.2
124,Canada,2017,Percentage of individuals using the internet,92.7
136,Cayman Islands,2005,Percentage of individuals using the internet,38
136,Cayman Islands,2010,Percentage of individuals using the internet,66
136,Cayman Islands,2014,Percentage of individuals using the internet,74.1
136,Cayman Islands,2015,Percentage of individuals using the internet,77
136,Cayman Islands,2016,Percentage of individuals using the internet,79
136,Cayman Islands,2017,Percentage of individuals using the internet,81.1
140,Central African Republic,2000,Percentage of individuals using the internet,0.1
140,Central African Republic,2005,Percentage of individuals using the internet,0.3
140,Central African Republic,2010,Percentage of individuals using the internet,2
140,Central African Republic,2014,Percentage of individuals using the internet,3.6
140,Central African Republic,2015,Percentage of individuals using the internet,3.8
140,Central African Republic,2016,Percentage of individuals using the internet,4
140,Central African Republic,2017,Percentage of individuals using the internet,4.3
148,Chad,2000,Percentage of individuals using the internet,0
148,Chad,2005,Percentage of individuals using the internet,0.4
148,Chad,2010,Percentage of individuals using the internet,1.7
148,Chad,2014,Percentage of individuals using the internet,2.9
148,Chad,2015,Percentage of individuals using the internet,3.5
148,Chad,2016,Percentage of individuals using the internet,5
148,Chad,2017,Percentage of individuals using the internet,6.5
152,Chile,2000,Percentage of individuals using the internet,16.6
152,Chile,2005,Percentage of individuals using the internet,31.2
152,Chile,2010,Percentage of individuals using the internet,45
152,Chile,2014,Percentage of individuals using the internet,61.1
152,Chile,2015,Percentage of individuals using the internet,76.6
152,Chile,2016,Percentage of individuals using the internet,82.3
152,Chile,2017,Percentage of individuals using the internet,82.3
156,China,2000,Percentage of individuals using the internet,1.8
156,China,2005,Percentage of individuals using the internet,8.5
156,China,2010,Percentage of individuals using the internet,34.3
156,China,2014,Percentage of individuals using the internet,47.9
156,China,2015,Percentage of individuals using the internet,50.3
156,China,2016,Percentage of individuals using the internet,53.2
156,China,2017,Percentage of individuals using the internet,54.3
344,"China, Hong Kong SAR",2000,Percentage of individuals using the internet,27.8
344,"China, Hong Kong SAR",2005,Percentage of individuals using the internet,56.9
344,"China, Hong Kong SAR",2010,Percentage of individuals using the internet,72
344,"China, Hong Kong SAR",2014,Percentage of individuals using the internet,79.9
344,"China, Hong Kong SAR",2015,Percentage of individuals using the internet,84.9
344,"China, Hong Kong SAR",2016,Percentage of individuals using the internet,87.5
344,"China, Hong Kong SAR",2017,Percentage of individuals using the internet,89.4
446,"China, Macao SAR",2000,Percentage of individuals using the internet,13.6
446,"China, Macao SAR",2005,Percentage of individuals using the internet,34.9
446,"China, Macao SAR",2010,Percentage of individuals using the internet,55.2
446,"China, Macao SAR",2014,Percentage of individuals using the internet,69.8
446,"China, Macao SAR",2015,Percentage of individuals using the internet,77.6
446,"China, Macao SAR",2016,Percentage of individuals using the internet,81.6
446,"China, Macao SAR",2017,Percentage of individuals using the internet,83.2
170,Colombia,2000,Percentage of individuals using the internet,2.2
170,Colombia,2005,Percentage of individuals using the internet,11
170,Colombia,2010,Percentage of individuals using the internet,36.5
170,Colombia,2014,Percentage of individuals using the internet,52.6
170,Colombia,2015,Percentage of individuals using the internet,55.9
170,Colombia,2016,Percentage of individuals using the internet,58.1
170,Colombia,2017,Percentage of individuals using the internet,62.3
174,Comoros,2000,Percentage of individuals using the internet,0.3
174,Comoros,2005,Percentage of individuals using the internet,2
174,Comoros,2010,Percentage of individuals using the internet,5.1
174,Comoros,2014,Percentage of individuals using the internet,7
174,Comoros,2015,Percentage of individuals using the internet,7.5
174,Comoros,2016,Percentage of individuals using the internet,7.9
174,Comoros,2017,Percentage of individuals using the internet,8.5
178,Congo,2000,Percentage of individuals using the internet,0
178,Congo,2005,Percentage of individuals using the internet,1.5
178,Congo,2010,Percentage of individuals using the internet,5
178,Congo,2014,Percentage of individuals using the internet,7.1
178,Congo,2015,Percentage of individuals using the internet,7.6
178,Congo,2016,Percentage of individuals using the internet,8.1
178,Congo,2017,Percentage of individuals using the internet,8.7
184,Cook Islands,2000,Percentage of individuals using the internet,15.7
184,Cook Islands,2005,Percentage of individuals using the internet,26.2
184,Cook Islands,2010,Percentage of individuals using the internet,35.7
184,Cook Islands,2014,Percentage of individuals using the internet,48
184,Cook Islands,2015,Percentage of individuals using the internet,51
184,Cook Islands,2016,Percentage of individuals using the internet,54
184,Cook Islands,2017,Percentage of individuals using the internet,54
188,Costa Rica,2000,Percentage of individuals using the internet,5.8
188,Costa Rica,2005,Percentage of individuals using the internet,22.1
188,Costa Rica,2010,Percentage of individuals using the internet,36.5
188,Costa Rica,2014,Percentage of individuals using the internet,53
188,Costa Rica,2015,Percentage of individuals using the internet,59.8
188,Costa Rica,2016,Percentage of individuals using the internet,66
188,Costa Rica,2017,Percentage of individuals using the internet,71.6
384,Côte d’Ivoire,2000,Percentage of individuals using the internet,0.2
384,Côte d’Ivoire,2005,Percentage of individuals using the internet,1
384,Côte d’Ivoire,2010,Percentage of individuals using the internet,2.7
384,Côte d’Ivoire,2014,Percentage of individuals using the internet,19.3
384,Côte d’Ivoire,2015,Percentage of individuals using the internet,38.4
384,Côte d’Ivoire,2016,Percentage of individuals using the internet,41.2
384,Côte d’Ivoire,2017,Percentage of individuals using the internet,43.8
191,Croatia,2000,Percentage of individuals using the internet,6.6
191,Croatia,2005,Percentage of individuals using the internet,33.1
191,Croatia,2010,Percentage of individuals using the internet,56.6
191,Croatia,2014,Percentage of individuals using the internet,68.6
191,Croatia,2015,Percentage of individuals using the internet,69.8
191,Croatia,2016,Percentage of individuals using the internet,72.7
191,Croatia,2017,Percentage of individuals using the internet,67.1
192,Cuba,2000,Percentage of individuals using the internet,0.5
192,Cuba,2005,Percentage of individuals using the internet,9.7
192,Cuba,2010,Percentage of individuals using the internet,15.9
192,Cuba,2014,Percentage of individuals using the internet,29.1
192,Cuba,2015,Percentage of individuals using the internet,37.3
192,Cuba,2016,Percentage of individuals using the internet,43
192,Cuba,2017,Percentage of individuals using the internet,49.1
531,Curaçao,2016,Percentage of individuals using the internet,61.9
531,Curaçao,2017,Percentage of individuals using the internet,61.9
196,Cyprus,2000,Percentage of individuals using the internet,15.3
196,Cyprus,2005,Percentage of individuals using the internet,32.8
196,Cyprus,2010,Percentage of individuals using the internet,53
196,Cyprus,2014,Percentage of individuals using the internet,69.3
196,Cyprus,2015,Percentage of individuals using the internet,71.7
196,Cyprus,2016,Percentage of individuals using the internet,75.9
196,Cyprus,2017,Percentage of individuals using the internet,80.7
203,Czechia,2000,Percentage of individuals using the internet,9.8
203,Czechia,2005,Percentage of individuals using the internet,35.3
203,Czechia,2010,Percentage of individuals using the internet,68.8
203,Czechia,2014,Percentage of individuals using the internet,74.2
203,Czechia,2015,Percentage of individuals using the internet,75.7
203,Czechia,2016,Percentage of individuals using the internet,76.5
203,Czechia,2017,Percentage of individuals using the internet,78.7
408,Dem. People's Rep. Korea,2000,Percentage of individuals using the internet,0
408,Dem. People's Rep. Korea,2005,Percentage of individuals using the internet,0
408,Dem. People's Rep. Korea,2010,Percentage of individuals using the internet,0
408,Dem. People's Rep. Korea,2014,Percentage of individuals using the internet,0
408,Dem. People's Rep. Korea,2015,Percentage of individuals using the internet,0
408,Dem. People's Rep. Korea,2016,Percentage of individuals using the internet,0
180,Dem. Rep. of the Congo,2000,Percentage of individuals using the internet,0
180,Dem. Rep. of the Congo,2005,Percentage of individuals using the internet,0.2
180,Dem. Rep. of the Congo,2010,Percentage of individuals using the internet,0.7
180,Dem. Rep. of the Congo,2014,Percentage of individuals using the internet,3
180,Dem. Rep. of the Congo,2015,Percentage of individuals using the internet,3.8
180,Dem. Rep. of the Congo,2016,Percentage of individuals using the internet,6.2
180,Dem. Rep. of the Congo,2017,Percentage of individuals using the internet,8.6
208,Denmark,2000,Percentage of individuals using the internet,39.2
208,Denmark,2005,Percentage of individuals using the internet,82.7
208,Denmark,2010,Percentage of individuals using the internet,88.7
208,Denmark,2014,Percentage of individuals using the internet,96
208,Denmark,2015,Percentage of individuals using the internet,96.3
208,Denmark,2016,Percentage of individuals using the internet,97
208,Denmark,2017,Percentage of individuals using the internet,97.1
262,Djibouti,2000,Percentage of individuals using the internet,0.2
262,Djibouti,2005,Percentage of individuals using the internet,1
262,Djibouti,2010,Percentage of individuals using the internet,6.5
262,Djibouti,2014,Percentage of individuals using the internet,10.7
262,Djibouti,2015,Percentage of individuals using the internet,11.9
262,Djibouti,2016,Percentage of individuals using the internet,13.1
262,Djibouti,2017,Percentage of individuals using the internet,55.7
212,Dominica,2000,Percentage of individuals using the internet,8.8
212,Dominica,2005,Percentage of individuals using the internet,38.5
212,Dominica,2010,Percentage of individuals using the internet,47.5
212,Dominica,2014,Percentage of individuals using the internet,57.5
212,Dominica,2015,Percentage of individuals using the internet,65
212,Dominica,2016,Percentage of individuals using the internet,67
212,Dominica,2017,Percentage of individuals using the internet,69.6
214,Dominican Republic,2000,Percentage of individuals using the internet,3.7
214,Dominican Republic,2005,Percentage of individuals using the internet,11.5
214,Dominican Republic,2010,Percentage of individuals using the internet,31.4
214,Dominican Republic,2014,Percentage of individuals using the internet,49.6
214,Dominican Republic,2015,Percentage of individuals using the internet,54.2
214,Dominican Republic,2016,Percentage of individuals using the internet,63.9
214,Dominican Republic,2017,Percentage of individuals using the internet,65
218,Ecuador,2000,Percentage of individuals using the internet,1.5
218,Ecuador,2005,Percentage of individuals using the internet,6
218,Ecuador,2010,Percentage of individuals using the internet,29
218,Ecuador,2014,Percentage of individuals using the internet,45.6
218,Ecuador,2015,Percentage of individuals using the internet,48.9
218,Ecuador,2016,Percentage of individuals using the internet,54.1
218,Ecuador,2017,Percentage of individuals using the internet,57.3
818,Egypt,2000,Percentage of individuals using the internet,0.6
818,Egypt,2005,Percentage of individuals using the internet,12.8
818,Egypt,2010,Percentage of individuals using the internet,21.6
818,Egypt,2014,Percentage of individuals using the internet,33.9
818,Egypt,2015,Percentage of individuals using the internet,37.8
818,Egypt,2016,Percentage of individuals using the internet,41.2
818,Egypt,2017,Percentage of individuals using the internet,45
222,El Salvador,2000,Percentage of individuals using the internet,1.2
222,El Salvador,2005,Percentage of individuals using the internet,4.2
222,El Salvador,2010,Percentage of individuals using the internet,15.9
222,El Salvador,2014,Percentage of individuals using the internet,24.8
222,El Salvador,2015,Percentage of individuals using the internet,26.8
222,El Salvador,2016,Percentage of individuals using the internet,29
222,El Salvador,2017,Percentage of individuals using the internet,31.3
226,Equatorial Guinea,2000,Percentage of individuals using the internet,0.1
226,Equatorial Guinea,2005,Percentage of individuals using the internet,1.1
226,Equatorial Guinea,2010,Percentage of individuals using the internet,6
226,Equatorial Guinea,2014,Percentage of individuals using the internet,18.9
226,Equatorial Guinea,2015,Percentage of individuals using the internet,21.3
226,Equatorial Guinea,2016,Percentage of individuals using the internet,23.8
226,Equatorial Guinea,2017,Percentage of individuals using the internet,26.2
232,Eritrea,2000,Percentage of individuals using the internet,0.1
232,Eritrea,2005,Percentage of individuals using the internet,0.2
232,Eritrea,2010,Percentage of individuals using the internet,0.6
232,Eritrea,2014,Percentage of individuals using the internet,1
232,Eritrea,2015,Percentage of individuals using the internet,1.1
232,Eritrea,2016,Percentage of individuals using the internet,1.2
232,Eritrea,2017,Percentage of individuals using the internet,1.3
233,Estonia,2000,Percentage of individuals using the internet,28.6
233,Estonia,2005,Percentage of individuals using the internet,61.5
233,Estonia,2010,Percentage of individuals using the internet,74.1
233,Estonia,2014,Percentage of individuals using the internet,84.2
233,Estonia,2015,Percentage of individuals using the internet,87.2
233,Estonia,2016,Percentage of individuals using the internet,87.2
233,Estonia,2017,Percentage of individuals using the internet,88.1
231,Ethiopia,2000,Percentage of individuals using the internet,0
231,Ethiopia,2005,Percentage of individuals using the internet,0.2
231,Ethiopia,2010,Percentage of individuals using the internet,0.8
231,Ethiopia,2014,Percentage of individuals using the internet,7.7
231,Ethiopia,2015,Percentage of individuals using the internet,13.9
231,Ethiopia,2016,Percentage of individuals using the internet,15.4
231,Ethiopia,2017,Percentage of individuals using the internet,18.6
238,Falkland Islands (Malvinas),2000,Percentage of individuals using the internet,58.6
238,Falkland Islands (Malvinas),2005,Percentage of individuals using the internet,84
238,Falkland Islands (Malvinas),2010,Percentage of individuals using the internet,95.8
238,Falkland Islands (Malvinas),2014,Percentage of individuals using the internet,97.6
238,Falkland Islands (Malvinas),2015,Percentage of individuals using the internet,98.3
238,Falkland Islands (Malvinas),2016,Percentage of individuals using the internet,99
238,Falkland Islands (Malvinas),2017,Percentage of individuals using the internet,99
234,Faroe Islands,2000,Percentage of individuals using the internet,32.9
234,Faroe Islands,2005,Percentage of individuals using the internet,67.9
234,Faroe Islands,2010,Percentage of individuals using the internet,75.2
234,Faroe Islands,2014,Percentage of individuals using the internet,93.3
234,Faroe Islands,2015,Percentage of individuals using the internet,94.2
234,Faroe Islands,2016,Percentage of individuals using the internet,95.1
234,Faroe Islands,2017,Percentage of individuals using the internet,97.6
242,Fiji,2000,Percentage of individuals using the internet,1.5
242,Fiji,2005,Percentage of individuals using the internet,8.5
242,Fiji,2010,Percentage of individuals using the internet,20
242,Fiji,2014,Percentage of individuals using the internet,37.4
242,Fiji,2015,Percentage of individuals using the internet,42.5
242,Fiji,2016,Percentage of individuals using the internet,46.5
242,Fiji,2017,Percentage of individuals using the internet,50
246,Finland,2000,Percentage of individuals using the internet,37.2
246,Finland,2005,Percentage of individuals using the internet,74.5
246,Finland,2010,Percentage of individuals using the internet,86.9
246,Finland,2014,Percentage of individuals using the internet,86.5
246,Finland,2015,Percentage of individuals using the internet,86.4
246,Finland,2016,Percentage of individuals using the internet,87.7
246,Finland,2017,Percentage of individuals using the internet,87.5
250,France,2000,Percentage of individuals using the internet,14.3
250,France,2005,Percentage of individuals using the internet,42.9
250,France,2010,Percentage of individuals using the internet,77.3
250,France,2014,Percentage of individuals using the internet,83.8
250,France,2015,Percentage of individuals using the internet,78
250,France,2016,Percentage of individuals using the internet,79.3
250,France,2017,Percentage of individuals using the internet,80.5
258,French Polynesia,2000,Percentage of individuals using the internet,6.4
258,French Polynesia,2005,Percentage of individuals using the internet,21.5
258,French Polynesia,2010,Percentage of individuals using the internet,49
